sci_137,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae, Hesperosaurus",mjosi,Late Jurassic,USA
sci_138,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Bactrosaurus",johnsoni,Late Cretaceous,Peoples Republic of China
sci_139,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae, Therizinosaurus",cheloniformis,Late Cretaceous,Mongolia
sci_140,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Alvarezsauridae, Shuvuuia",deserti,Late Cretaceous,Mongolia
sci_141,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Nqwebasaurus",thwazi,Mid Jurassic,South Africa
sci_142,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Anchisauria, Melanorosauridae, Avalonia",sanfordi,Late Triassic,England; United Kingdom
sci_143,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae, Tarbosaurus",bataar,Late Cretaceous,Peoples Republic of China; Mongolia
sci_144,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Muttaburrasaurus",langdoni,Early Cretaceous,Australia
sci_145,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Chinshakiangosaurus",zhongheensis,Late Jurassic,Peoples Republic of China
sci_146,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Nodosauridae, Sauropelta",edwardsorum,Early Cretaceous,USA
sci_147,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Camptosaurus",dispar,Late Jurassic,England; United Kingdom; USA
sci_148,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Anchisauria, Anchisauridae, Anchisaurus",polyzelous,Early Jurassic,USA
sci_149,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Huayangosauridae, Huayangosaurus",taibaii,Mid Jurassic,Peoples Republic of China
sci_150,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae, Microraptor",zhaoianus,Early Cretaceous,Peoples Republic of China
sci_151,"Dinosauria, Saurischia, Theropoda, Guaibasaurus",candelariensis,Late Triassic,Brazil
sci_152,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Ceratosauria, Neoceratosauria, Abelisauroidea, Abelisauria, Aucasaurus",garridoi,Late Cretaceous,Argentina
sci_153,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae, Deinonychus",antirrhopus,Early Cretaceous,USA
sci_154,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae, Saichania",chulsanensis,Late Cretaceous,Mongolia
sci_155,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Argentinosaurus",huinculensis,Late Cretaceous,Argentina
sci_156,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Rhabdodontidae, Zalmoxes",robustus,Late Cretaceous,Romania
sci_157,"Dinosauria, Saurischia, Pantydraco",caducus,Early Jurassic,Wales; United Kingdom
sci_158,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae, Hadrosaurus",foulkii,Late Cretaceous,USA
sci_159,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Heterodontosauridae, Heterodontosaurus",tucki,Early Jurassic,Lesotho; South Africa
sci_160,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Gargoyleosaurus",parkpinorum,Late Jurassic,USA
sci_161,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Alamosaurus",sanjuanensis,Late Cretaceous,USA
sci_162,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae, Nipponosaurus",sachalinensis,Late Cretaceous,Russia
sci_163,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Archaeoceratops",oshimai,Early Cretaceous,Peoples Republic of China
sci_164,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Pelorosaurus",conybearei,Early Cretaceous,England; United Kingdom
sci_165,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae, Saurolophus",osborni,Late Cretaceous,Canada; Mongolia
sci_166,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Scelidosauridae, Scelidosaurus",harrisonii,Early Jurassic,England; United Kingdom
sci_167,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Lurdusaurus",arenatus,Early Cretaceous,Niger
sci_168,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Micropachycephalosaurus",hongtuyanensis,Late Cretaceous,Peoples Republic of China
sci_169,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Gilmoreosaurus",mongoliensis,Late Cretaceous,Peoples Republic of China
sci_170,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae, Sinornithosaurus",millenii,Early Cretaceous,Peoples Republic of China
sci_171,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Ceratosauria, Neoceratosauria, Abelisauridae, Carnotaurus",sastrei,Late Cretaceous,Argentina
sci_172,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Protarchaeopteryx",robusta,Early Cretaceous,Peoples Republic of China
sci_173,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Carnosauria, Fukuiraptor",kitadaniensis,Early Cretaceous,Japan
sci_174,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae, Plateosaurus",engelhardti,Late Triassic,Germany; France; Switzerland
sci_175,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae, Tuojiangosaurus",multispinus,Late Jurassic,Peoples Republic of China
sci_176,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria, Ornithomimidae, Anserimimus",planinychus,Late Cretaceous,Mongolia
sci_177,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Carnosauria, Cryolophosaurus",elliotti,Early Jurassic,Antarctica
sci_178,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Ceratosauria, Neoceratosauria, Abelisauridae, Rugops",primus,Late Cretaceous,Niger
sci_179,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria, Ornithomimidae, Ornithomimus",velox,Late Cretaceous,Canada; USA
sci_180,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae, Ankylosaurus",magniventris,Late Cretaceous,Canada; USA
sci_181,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae, Coloradisaurus",brevis,Late Triassic,Argentina
sci_182,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Europasaurus",holgeri,Late Jurassic,Germany
sci_183,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae, Kritosaurus",navajovius,Late Cretaceous,Argentina; USA
sci_184,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Compsognathidae, Juravenator",starki,Late Jurassic,Germany
sci_185,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Metriacanthosaurus",parkeri,Late Jurassic,England; United Kingdom
sci_186,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Eolambia",caroljonesa,Late Cretaceous,USA
sci_187,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae, Jaxartosaurus",aralensis,Late Cretaceous,Kazakhstan
sci_188,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae, Pinacosaurus",grangeri,Late Cretaceous,Peoples Republic of China; Mongolia
sci_189,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae, Chungkingosaurus",jiangbeiensis,Late Jurassic,Peoples Republic of China
sci_190,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae, Stegosaurus",armatus,Late Jurassic,USA
sci_191,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria, Deinocheirus",mirificus,Late Cretaceous,Mongolia
sci_192,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Datousaurus",bashanensis,Mid Jurassic,Peoples Republic of China
sci_193,"Dinosauria, Ornithischia, Albertaceratops",nesmoi,Late Cretaceous,Canada; USA
sci_194,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Troodontidae, Borogovia",gracilicrus,Late Cretaceous,Mongolia
sci_195,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Spinosauroidea, Spinosauridae, Baryonychinae, Suchomimus",tenerensis,Early Cretaceous,Niger
sci_196,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Anchisauria, Aardonyx",celestae,Early Jurassic,South Africa
sci_197,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Ceratosauria, Neoceratosauria, Ceratosaurus",nasicornis,Late Jurassic,USA
sci_198,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Dacentrurus",armatus,Late Jurassic,England; United Kingdom; Portugal; France
sci_199,"Dinosauria, Saltopus, Saltopus",elginensis,Late Triassic,Scotland; United Kingdom
sci_200,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsomorpha, Ceratopsidae, Chasmosaurinae, Pentaceratops",sternbergi,Late Cretaceous,USA
sci_201,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae, Hypacrosaurus",altispinus,Late Cretaceous,Canada; USA
sci_202,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Ceratosauria, Coelophysoidea, Dilophosaurus",wetherilli,Early Jurassic,USA
sci_203,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Isisaurus",colberti,Late Cretaceous,India
sci_204,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Yandusaurus",hongheensis,Mid Jurassic,Peoples Republic of China
sci_205,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Dicraeosauridae, Dicraeosaurus",hansemanni,Late Jurassic,Tanzania
sci_206,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Jingshanosaurus",xinwaensis,Early Jurassic,Peoples Republic of China
sci_207,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae, Nothronychus",mckinleyi,Late Cretaceous,USA
sci_208,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Nodosauridae, Silvisaurus",condrayi,Early Cretaceous,USA
sci_209,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Secernosaurus",koerneri,Late Cretaceous,Argentina
sci_210,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Tyrannosauridae, Albertosaurinae, Albertosaurus",libratus,Late Cretaceous,Canada
sci_211,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsomorpha, Ceratopsidae, Centrosaurinae, Pachyrhinosaurus",canadensis,Late Cretaceous,Canada
sci_212,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala, Homalocephaloidea, Pachycephalosauridae, Tylocephale",gilmorei,Late Cretaceous,Mongolia
sci_213,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Microceratops",gobiensis,Late Cretaceous,Peoples Republic of China; Mongolia
sci_214,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Gasparinisaura",cincosaltensis,Late Cretaceous,Argentina
sci_215,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Plateosauridae, Lufengosaurus",huenei,Early Jurassic,Peoples Republic of China
sci_216,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Rhoetosaurus",brownei,Mid Jurassic,Australia
sci_217,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae, Edmontosaurus",regalis,Late Cretaceous,Canada
sci_218,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Shunosaurus",lii,Mid Jurassic,Peoples Republic of China
sci_219,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Spinosauroidea, Megalosauridae, Eustreptospondylinae, Eustreptospondylus",oxoniensis,Mid Jurassic,England; United Kingdom
sci_220,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Dicraeosauridae, Amargasaurus",cazaui,Early Cretaceous,Argentina
sci_221,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Ceratosauria, Coelophysoidea, Procompsognathus",triassicus,Late Triassic,Germany
sci_222,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Spinosauroidea, Spinosauridae, Spinosaurinae, Spinosaurus",aegyptiacus,Late Cretaceous,Egypt; Morocco
sci_223,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Janenschia",robusta,Late Jurassic,Tanzania
sci_224,"Dinosauria, Ornithischia, Oryctodromeus",cubicularis,Late Cretaceous,USA
sci_225,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosaurinae, Tarchia",gigantea,Late Cretaceous,Mongolia
sci_226,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Omeisaurus",junghsiensis,Mid Jurassic,Peoples Republic of China
sci_227,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala, Homalocephaloidea, Pachycephalosauridae, Stegoceras",validum,Late Cretaceous,Canada; USA
sci_228,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Cetiosauridae, Barapasaurus",tagorei,Early Jurassic,India
sci_229,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Carnosauria, Allosauroidea, Sinraptoridae, Sinraptor",hepingensis,Mid Jurassic,Peoples Republic of China
sci_230,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Carnosauria, Allosauroidea, Carcharodontosauridae, Acrocanthosaurus",atokensis,Early Cretaceous,Canada; USA
sci_231,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Kotasaurus",yamanpalliensis,Early Jurassic,India
sci_232,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Plateosauria, Yunnanosaurus",huangi,Early Jurassic,Peoples Republic of China
sci_233,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Brachiosauridae, Giraffatitan",brancai,Late Jurassic,Tanzania
sci_234,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Ligabuesaurus",leanzai,Early Cretaceous,Argentina
sci_235,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Protohadros",byrdi,Late Cretaceous,USA
sci_236,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Dicraeosauridae, Brachytrachelopan",mesai,Mid Jurassic,Argentina
sci_237,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Malawisaurus",dixeyi,Early Cretaceous,Malawi
sci_238,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Othnielia",rex,Late Jurassic,USA
sci_239,"Dinosauria, Saurischia, Theropoda, Herrerasauridae, Staurikosaurus",pricei,Late Triassic,Brazil
sci_240,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Ceratosauria, Coelophysoidea, Coelophysidae, Coelophysis",bauri,Late Triassic,USA
sci_241,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Ankylosauridae, Gobisaurus",domoculus,Early Cretaceous,Peoples Republic of China
sci_242,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae, Prosaurolophus",maximus,Late Cretaceous,Canada; USA
sci_243,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria, Harpymimus",okladnikovi,Early Cretaceous,Mongolia
sci_244,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsomorpha, Ceratopsidae, Chasmosaurinae, Chasmosaurus",belli,Late Cretaceous,Canada
sci_245,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsomorpha, Ceratopsidae, Centrosaurinae, Avaceratops",lammersi,Late Cretaceous,USA
sci_246,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Spinosauroidea, Megalosauridae, Megalosaurinae, Torvosaurus",tanneri,Late Jurassic,USA
sci_247,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Lapparentosaurus",madagascariensis,Mid Jurassic,Madagascar
sci_248,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsomorpha, Ceratopsidae, Chasmosaurinae, Diceratops",hatcheri,Late Cretaceous,USA
sci_249,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Jobaria",tiguidensis,Early Cretaceous,Niger
sci_250,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae, Daspletosaurus",torosus,Late Cretaceous,Canada
sci_251,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae, Nanotyrannus",lancenis,Late Cretaceous,USA
sci_252,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptoria, Troodontidae, Saurornithoides",mongoliensis,Late Cretaceous,Mongolia
sci_253,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae, Chialingosaurus",kuani,Late Jurassic,Peoples Republic of China
sci_254,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda, Anchisauria, Anchisauridae, Ammosaurus",major,Early Jurassic,USA
sci_255,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Ceratosauria, Sarcosaurus",woodi,Early Jurassic,England; United Kingdom
sci_256,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Compsognathidae, Compsognathus",longipes,Late Jurassic,Germany; France
sci_257,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae, Aralosaurus",tuberiferus,Late Cretaceous,Kazakhstan
sci_258,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Camarasauridae, Camarasaurus",supremus,Late Jurassic,USA
sci_259,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Bagaceratopsidae, Platyceratops",tatarinovi,Late Cretaceous,Mongolia
sci_260,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Ornitholestes",hermanni,Late Jurassic,USA
sci_261,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Ornithomimosauria, Ornithomimidae, Struthiomimus",altus,Late Cretaceous,Canada
sci_262,"Dinosauria, Ornithischia, Genasauria, Thyreophora, Ankylosauromorpha, Ankylosauria, Hylaeosaurus",armatus,Early Cretaceous,England; United Kingdom
sci_263,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Cetiosauridae, Patagosaurus",fariasi,Mid Jurassic,Argentina
sci_264,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Ceratosauria, Neoceratosauria, Abelisauridae, Majungatholus",atopus,Late Cretaceous,Madagascar
sci_265,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Hadrosaurinae, Shantungosaurus",giganteus,Late Cretaceous,Peoples Republic of China
sci_266,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Paraves, Eumaniraptora, Dromaeosauridae, Dromaeosaurus",albertensis,Late Cretaceous,Canada; USA
sci_267,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Euhadrosauria, Lambeosaurinae, Parasaurolophus",walkeri,Late Cretaceous,Canada; USA
sci_268,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Macronaria, Camarasauromorpha, Titanosauriformes, Titanosauria, Lithostrotia, Antarctosaurus",wichmannianus,Late Cretaceous,Argentina; Chile; Uruguay
sci_269,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae, Segnosaurus",galbinensis,Late Cretaceous,Mongolia
sci_270,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Ankylopollexia, Iguanodontoidea, Hadrosauridae, Tanius",sinensis,Late Cretaceous,Peoples Republic of China
sci_271,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Eusauropoda, Neosauropoda, Diplodocoidea, Nemegtosauridae, Nemegtosaurus",mongoliensis,Late Cretaceous,Mongolia
sci_272,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Avetherapoda, Carnosauria, Allosauroidea, Carcharodontosauridae, Giganotosaurus",carolinii,Early Cretaceous,Argentina
sci_273,"Dinosauria, Saurischia, Theropoda, Neotherapoda, Tetanurae, Becklespinax",altispinax,Early Cretaceous,England; United Kingdom
sci_274,"Dinosauria, Ornithischia, Genasauria, Cerapoda, Marginocephalia, Pachycephalosauria, Goyocephala, Goyocephale",lattimorei,Late Cretaceous,Mongolia
